speech_id,president,speech_title,src_file
cleveland_speeches_013,cleveland,Second Inaugural Address,./Total_Corpus of Presidential Speeches/cleveland_speeches_013.txt
cleveland_speeches_014,cleveland,Message Regarding Civil Service Reform,./Total_Corpus of Presidential Speeches/cleveland_speeches_014.txt
cleveland_speeches_015,cleveland,Message Regarding Economic Crisis,./Total_Corpus of Presidential Speeches/cleveland_speeches_015.txt
cleveland_speeches_016,cleveland,First Annual Message,./Total_Corpus of Presidential Speeches/cleveland_speeches_016.txt
cleveland_speeches_017,cleveland,Veto Message of Monetary Legislation,./Total_Corpus of Presidential Speeches/cleveland_speeches_017.txt
cleveland_speeches_018,cleveland,Message Regarding Hawaiian Annexation,./Total_Corpus of Presidential Speeches/cleveland_speeches_018.txt
cleveland_speeches_019,cleveland,Message Regarding the Financial Crisis,./Total_Corpus of Presidential Speeches/cleveland_speeches_019.txt
cleveland_speeches_020,cleveland,Announcement of Treasury Bond Sale,./Total_Corpus of Presidential Speeches/cleveland_speeches_020.txt
cleveland_speeches_021,cleveland,Second Annual Message,./Total_Corpus of Presidential Speeches/cleveland_speeches_021.txt
cleveland_speeches_022,cleveland,Proclamation Regarding Railroad Strike,./Total_Corpus of Presidential Speeches/cleveland_speeches_022.txt
cleveland_speeches_023,cleveland,Message Regarding Venezuelan - British Dispute,./Total_Corpus of Presidential Speeches/cleveland_speeches_023.txt
cleveland_speeches_024,cleveland,Declaration of US Neutrality,./Total_Corpus of Presidential Speeches/cleveland_speeches_024.txt
cleveland_speeches_025,cleveland,Third Annual Message,./Total_Corpus of Presidential Speeches/cleveland_speeches_025.txt
cleveland_speeches_026,cleveland,Message Regarding the Financial Crisis,./Total_Corpus of Presidential Speeches/cleveland_speeches_026.txt
cleveland_speeches_027,cleveland,Message Regarding Treaty with Britain,./Total_Corpus of Presidential Speeches/cleveland_speeches_027.txt
cleveland_speeches_028,cleveland,Announcing the Continuation of US Neutrality,./Total_Corpus of Presidential Speeches/cleveland_speeches_028.txt
cleveland_speeches_029,cleveland,Veto Message Regarding Immigration Legislation,./Total_Corpus of Presidential Speeches/cleveland_speeches_029.txt
cleveland_speeches_030,cleveland,Fourth Annual Message,./Total_Corpus of Presidential Speeches/cleveland_speeches_030.txt
clinton_speeches_000,clinton,Press Conference on Gays in the Military',./Total_Corpus of Presidential Speeches/clinton_speeches_000.txt
clinton_speeches_001,clinton,First Inaugural,./Total_Corpus of Presidential Speeches/clinton_speeches_001.txt
clinton_speeches_002,clinton,Remarks at the Signing of the Family Medical Leave Act,./Total_Corpus of Presidential Speeches/clinton_speeches_002.txt
clinton_speeches_003,clinton,Remarks on Operation Restore Hope,./Total_Corpus of Presidential Speeches/clinton_speeches_003.txt
clinton_speeches_004,clinton,National Service Address,./Total_Corpus of Presidential Speeches/clinton_speeches_004.txt
clinton_speeches_005,clinton,Address Before a Joint Session of Congress,./Total_Corpus of Presidential Speeches/clinton_speeches_005.txt
clinton_speeches_006,clinton,Speech at the 25th Anniversary Memorial Mass for Robert F. Kennedy,./Total_Corpus of Presidential Speeches/clinton_speeches_006.txt
clinton_speeches_007,clinton,Remarks at the Signing of the Israeli - Palestinian Agreement,./Total_Corpus of Presidential Speeches/clinton_speeches_007.txt
clinton_speeches_008,clinton,Address on Health Care Reform,./Total_Corpus of Presidential Speeches/clinton_speeches_008.txt
clinton_speeches_009,clinton,Address on Somalia,./Total_Corpus of Presidential Speeches/clinton_speeches_009.txt
clinton_speeches_010,clinton,Remarks to the Convocation of the Church of God in Christ in Memphis,./Total_Corpus of Presidential Speeches/clinton_speeches_010.txt
clinton_speeches_011,clinton,Remarks on the Signing of NAFTA,./Total_Corpus of Presidential Speeches/clinton_speeches_011.txt
clinton_speeches_012,clinton,Remarks at the U. S. National Cemetery,./Total_Corpus of Presidential Speeches/clinton_speeches_012.txt
clinton_speeches_013,clinton,State of the Union Address,./Total_Corpus of Presidential Speeches/clinton_speeches_013.txt
clinton_speeches_014,clinton,Remarks at the Brandenburg Gate,./Total_Corpus of Presidential Speeches/clinton_speeches_014.txt
clinton_speeches_015,clinton,State of the Union Address,./Total_Corpus of Presidential Speeches/clinton_speeches_015.txt
clinton_speeches_016,clinton,Time for Healing Ceremony,./Total_Corpus of Presidential Speeches/clinton_speeches_016.txt
clinton_speeches_017,clinton,Address on Affirmative Action,./Total_Corpus of Presidential Speeches/clinton_speeches_017.txt
clinton_speeches_018,clinton,Address on Race Relations,./Total_Corpus of Presidential Speeches/clinton_speeches_018.txt
clinton_speeches_019,clinton,Address on Bosnia,./Total_Corpus of Presidential Speeches/clinton_speeches_019.txt
clinton_speeches_020,clinton,Address to the Employees of the Mackie Metal Plant,./Total_Corpus of Presidential Speeches/clinton_speeches_020.txt
clinton_speeches_021,clinton,State of the Union Address,./Total_Corpus of Presidential Speeches/clinton_speeches_021.txt
clinton_speeches_022,clinton,Victims Rights Announcement,./Total_Corpus of Presidential Speeches/clinton_speeches_022.txt
clinton_speeches_023,clinton,Remarks at the Democratic National Convention,./Total_Corpus of Presidential Speeches/clinton_speeches_023.txt
clinton_speeches_024,clinton,Remarks to the Congregation of St. Paul's AME Church,./Total_Corpus of Presidential Speeches/clinton_speeches_024.txt
clinton_speeches_025,clinton,Presidential Debate with Senator Bob Dole,./Total_Corpus of Presidential Speeches/clinton_speeches_025.txt
clinton_speeches_026,clinton,Second Inaugural,./Total_Corpus of Presidential Speeches/clinton_speeches_026.txt
clinton_speeches_027,clinton,State of the Union Address,./Total_Corpus of Presidential Speeches/clinton_speeches_027.txt
clinton_speeches_028,clinton,"Address to the People and Relief Workers of Grand Forks, ND",./Total_Corpus of Presidential Speeches/clinton_speeches_028.txt
clinton_speeches_029,clinton,Response to the Lewinsky Allegations,./Total_Corpus of Presidential Speeches/clinton_speeches_029.txt
clinton_speeches_030,clinton,State of the Union Address,./Total_Corpus of Presidential Speeches/clinton_speeches_030.txt
clinton_speeches_031,clinton,Remarks to the People of Ghana,./Total_Corpus of Presidential Speeches/clinton_speeches_031.txt
clinton_speeches_032,clinton,Remarks to the People of Rwanda,./Total_Corpus of Presidential Speeches/clinton_speeches_032.txt
clinton_speeches_033,clinton,Statement on His Testimony Before the Grand Jury,./Total_Corpus of Presidential Speeches/clinton_speeches_033.txt
clinton_speeches_034,clinton,Statement on Kosovo,./Total_Corpus of Presidential Speeches/clinton_speeches_034.txt
clinton_speeches_035,clinton,Address on the Kosovo Agreement,./Total_Corpus of Presidential Speeches/clinton_speeches_035.txt
clinton_speeches_036,clinton,State of the Union Address,./Total_Corpus of Presidential Speeches/clinton_speeches_036.txt
clinton_speeches_037,clinton,State of the Union Address,./Total_Corpus of Presidential Speeches/clinton_speeches_037.txt
clinton_speeches_038,clinton,Farewell Address,./Total_Corpus of Presidential Speeches/clinton_speeches_038.txt
coolidge_speeches_000,coolidge,First Annual Message,./Total_Corpus of Presidential Speeches/coolidge_speeches_000.txt
coolidge_speeches_001,coolidge,Message Regarding Relationship of Church and State,./Total_Corpus of Presidential Speeches/coolidge_speeches_001.txt
coolidge_speeches_002,coolidge,Centennial of Washington’s Command of the Continental Army,./Total_Corpus of Presidential Speeches/coolidge_speeches_002.txt
coolidge_speeches_003,coolidge,Inaugural Address,./Total_Corpus of Presidential Speeches/coolidge_speeches_003.txt
coolidge_speeches_004,coolidge,Second Annual Message,./Total_Corpus of Presidential Speeches/coolidge_speeches_004.txt
coolidge_speeches_005,coolidge,Declaration of Independence Anniversary Commemoration,./Total_Corpus of Presidential Speeches/coolidge_speeches_005.txt
coolidge_speeches_006,coolidge,Address Regarding Washington’s Birthday,./Total_Corpus of Presidential Speeches/coolidge_speeches_006.txt
coolidge_speeches_007,coolidge,Fourth Annual Message,./Total_Corpus of Presidential Speeches/coolidge_speeches_007.txt
coolidge_speeches_008,coolidge,Third Annual Message,./Total_Corpus of Presidential Speeches/coolidge_speeches_008.txt
coolidge_speeches_009,coolidge,"Address at the Opening of Work on Mount Rushmore in Black Hills, SD",./Total_Corpus of Presidential Speeches/coolidge_speeches_009.txt
coolidge_speeches_010,coolidge,Fifth Annual Message,./Total_Corpus of Presidential Speeches/coolidge_speeches_010.txt
coolidge_speeches_011,coolidge,Sixth Annual Message,./Total_Corpus of Presidential Speeches/coolidge_speeches_011.txt
eisenhower_speeches_000,eisenhower,Farewell Address,./Total_Corpus of Presidential Speeches/eisenhower_speeches_000.txt
eisenhower_speeches_001,eisenhower,First Inaugural Address,./Total_Corpus of Presidential Speeches/eisenhower_speeches_001.txt
eisenhower_speeches_002,eisenhower,Chance for Peace,./Total_Corpus of Presidential Speeches/eisenhower_speeches_002.txt
eisenhower_speeches_003,eisenhower,Atoms for Peace,./Total_Corpus of Presidential Speeches/eisenhower_speeches_003.txt
eisenhower_speeches_004,eisenhower,Republican National Convention,./Total_Corpus of Presidential Speeches/eisenhower_speeches_004.txt
eisenhower_speeches_005,eisenhower,Eisenhower Doctrine,./Total_Corpus of Presidential Speeches/eisenhower_speeches_005.txt
fdroosevelt_speeches_000,fdroosevelt,Address to Congress on Yalta,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_000.txt
fdroosevelt_speeches_001,fdroosevelt,Fireside Chat 1: On the Banking Crisis,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_001.txt
fdroosevelt_speeches_002,fdroosevelt,First Inaugural Address,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_002.txt
fdroosevelt_speeches_003,fdroosevelt,Fireside Chat 2: On Progress During the First Two Months,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_003.txt
fdroosevelt_speeches_004,fdroosevelt,Fireside Chat 3: On the National Recovery Administration,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_004.txt
fdroosevelt_speeches_005,fdroosevelt,Fireside Chat 4: On Economic Progress,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_005.txt
fdroosevelt_speeches_006,fdroosevelt,Fireside Chat 5: On Addressing the Critics,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_006.txt
fdroosevelt_speeches_007,fdroosevelt,Fireside Chat 6: On Government and Capitalism,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_007.txt
fdroosevelt_speeches_008,fdroosevelt,Fireside Chat 7: On the Works Relief Program and Social Security Act,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_008.txt
fdroosevelt_speeches_009,fdroosevelt,Democratic National Convention,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_009.txt
fdroosevelt_speeches_010,fdroosevelt,Fireside Chat 8: On Farmers and Laborers,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_010.txt
fdroosevelt_speeches_011,fdroosevelt,Speech at Madison Square Garden,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_011.txt
fdroosevelt_speeches_012,fdroosevelt,Second Inaugural Address,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_012.txt
fdroosevelt_speeches_013,fdroosevelt,Fireside Chat 9: On Court - Packing,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_013.txt
fdroosevelt_speeches_014,fdroosevelt,Quarantine Speech,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_014.txt
fdroosevelt_speeches_015,fdroosevelt,Fireside Chat 10: On New Legislation,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_015.txt
fdroosevelt_speeches_016,fdroosevelt,Fireside Chat 11: On the Unemployment Census,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_016.txt
fdroosevelt_speeches_017,fdroosevelt,Fireside Chat 12: On the Recession,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_017.txt
fdroosevelt_speeches_018,fdroosevelt,Dedication of a Memorial to the Northwest Territory,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_018.txt
fdroosevelt_speeches_019,fdroosevelt,Fireside Chat 13: On Purging the Democratic Party,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_019.txt
fdroosevelt_speeches_020,fdroosevelt,Fireside Chat 14: On the European War,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_020.txt
fdroosevelt_speeches_021,fdroosevelt,Fireside Chat 15: On National Defense,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_021.txt
fdroosevelt_speeches_022,fdroosevelt,Stab in the Back Speech,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_022.txt
fdroosevelt_speeches_023,fdroosevelt,Democratic National Convention,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_023.txt
fdroosevelt_speeches_024,fdroosevelt,Fireside Chat 16: On the Arsenal of Democracy,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_024.txt
fdroosevelt_speeches_025,fdroosevelt,State of the Union,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_025.txt
fdroosevelt_speeches_026,fdroosevelt,Third Inaugural Address,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_026.txt
fdroosevelt_speeches_027,fdroosevelt,On Lend Lease,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_027.txt
fdroosevelt_speeches_028,fdroosevelt,Fireside Chat 17: On An Unlimited National Emergency,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_028.txt
fdroosevelt_speeches_029,fdroosevelt,Fireside Chat 18: On The Greer Incident,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_029.txt
fdroosevelt_speeches_030,fdroosevelt,Address to Congress Requesting a Declaration of War,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_030.txt
fdroosevelt_speeches_031,fdroosevelt,Fireside Chat 19: On the War with Japan,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_031.txt
fdroosevelt_speeches_032,fdroosevelt,Message to Congress Requesting War Declarations with Germany and Italy,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_032.txt
fdroosevelt_speeches_033,fdroosevelt,Fireside Chat 20: On the Progress of the War,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_033.txt
fdroosevelt_speeches_034,fdroosevelt,Fireside Chat 21: On Sacrifice,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_034.txt
fdroosevelt_speeches_035,fdroosevelt,Fireside Chat 22: On Inflation and Food Prices,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_035.txt
fdroosevelt_speeches_036,fdroosevelt,Fireside Chat 23: On the Home Front,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_036.txt
fdroosevelt_speeches_037,fdroosevelt,State of the Union Address,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_037.txt
fdroosevelt_speeches_038,fdroosevelt,Fireside Chat 24: On the Coal Crisis,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_038.txt
fdroosevelt_speeches_039,fdroosevelt,Fireside Chat 25: On the Fall of Mussolini,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_039.txt
fdroosevelt_speeches_040,fdroosevelt,Fireside Chat 26: On the Armistice in Italy,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_040.txt
fdroosevelt_speeches_041,fdroosevelt,The Tehran Declaration,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_041.txt
fdroosevelt_speeches_042,fdroosevelt,Fireside Chat 27: On the Tehran and Cairo Conferences,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_042.txt
fdroosevelt_speeches_043,fdroosevelt,Fireside Chat 28: On the State of the Union,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_043.txt
fdroosevelt_speeches_044,fdroosevelt,Fireside Chat 29: On the Fall of Rome,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_044.txt
fdroosevelt_speeches_045,fdroosevelt,Fireside Chat 30: Opening Fifth War Loan Drive,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_045.txt
fdroosevelt_speeches_046,fdroosevelt,Democratic National Convention,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_046.txt
fdroosevelt_speeches_047,fdroosevelt,Fourth Inaugural Address,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_047.txt
fdroosevelt_speeches_048,fdroosevelt,Joint Statement with Churchill and Stalin on the Yalta Conference,./Total_Corpus of Presidential Speeches/fdroosevelt_speeches_048.txt
fillmore_speeches_000,fillmore,Message Regarding Compromise with Texas,./Total_Corpus of Presidential Speeches/fillmore_speeches_000.txt
fillmore_speeches_001,fillmore,First Annual Message,./Total_Corpus of Presidential Speeches/fillmore_speeches_001.txt
fillmore_speeches_002,fillmore,Announcement of Texas’ Acceptance of Compromise Propositions,./Total_Corpus of Presidential Speeches/fillmore_speeches_002.txt
fillmore_speeches_003,fillmore,Message Regarding Agreement with Texas,./Total_Corpus of Presidential Speeches/fillmore_speeches_003.txt
fillmore_speeches_004,fillmore,Message Regarding Disturbance in Boston,./Total_Corpus of Presidential Speeches/fillmore_speeches_004.txt
fillmore_speeches_005,fillmore,Second Annual Message,./Total_Corpus of Presidential Speeches/fillmore_speeches_005.txt
fillmore_speeches_006,fillmore,Third Annual Message,./Total_Corpus of Presidential Speeches/fillmore_speeches_006.txt
ford_speeches_000,ford,Remarks on Pardoning Richard Nixon,./Total_Corpus of Presidential Speeches/ford_speeches_000.txt
ford_speeches_001,ford,Remarks on Taking the Oath of Office,./Total_Corpus of Presidential Speeches/ford_speeches_001.txt
ford_speeches_002,ford,Remarks on Clemency for Vietnam Era Draft Evaders,./Total_Corpus of Presidential Speeches/ford_speeches_002.txt
ford_speeches_003,ford,Whip Inflation Now Speech,./Total_Corpus of Presidential Speeches/ford_speeches_003.txt
ford_speeches_004,ford,Address to the General Assembly of the United Nations,./Total_Corpus of Presidential Speeches/ford_speeches_004.txt
ford_speeches_005,ford,State of the Union Address,./Total_Corpus of Presidential Speeches/ford_speeches_005.txt
ford_speeches_006,ford,Address on U. S. Foreign Policy,./Total_Corpus of Presidential Speeches/ford_speeches_006.txt
ford_speeches_007,ford,Remarks at Tulane University,./Total_Corpus of Presidential Speeches/ford_speeches_007.txt
ford_speeches_008,ford,Address on Energy Policy,./Total_Corpus of Presidential Speeches/ford_speeches_008.txt
ford_speeches_009,ford,Remarks in Helsinki,./Total_Corpus of Presidential Speeches/ford_speeches_009.txt
ford_speeches_010,ford,Address at the University of Hawaii,./Total_Corpus of Presidential Speeches/ford_speeches_010.txt
ford_speeches_011,ford,State of the Union Address,./Total_Corpus of Presidential Speeches/ford_speeches_011.txt
ford_speeches_012,ford,Republican National Convention,./Total_Corpus of Presidential Speeches/ford_speeches_012.txt
ford_speeches_013,ford,State of the Union Address,./Total_Corpus of Presidential Speeches/ford_speeches_013.txt
garfield_speeches_000,garfield,Inaugural Address,./Total_Corpus of Presidential Speeches/garfield_speeches_000.txt
grant_speeches_000,grant,First Inaugural Address,./Total_Corpus of Presidential Speeches/grant_speeches_000.txt
grant_speeches_001,grant,Message Regarding Virginia Constitution,./Total_Corpus of Presidential Speeches/grant_speeches_001.txt
grant_speeches_002,grant,Message Submitting State Constitutions to a Vote,./Total_Corpus of Presidential Speeches/grant_speeches_002.txt
grant_speeches_003,grant,First Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_003.txt
grant_speeches_004,grant,Proclamation Regarding Fenian Brotherhood,./Total_Corpus of Presidential Speeches/grant_speeches_004.txt
grant_speeches_005,grant,Announcement of Fifteenth Amendment Ratification,./Total_Corpus of Presidential Speeches/grant_speeches_005.txt
grant_speeches_006,grant,Proclamation Establishing Eight Hour Workday,./Total_Corpus of Presidential Speeches/grant_speeches_006.txt
grant_speeches_007,grant,Message Regarding Dominican Republic Annexation,./Total_Corpus of Presidential Speeches/grant_speeches_007.txt
grant_speeches_008,grant,Proclamation Establishing US Neutrality,./Total_Corpus of Presidential Speeches/grant_speeches_008.txt
grant_speeches_009,grant,Message Regarding Insurrection in Cuba,./Total_Corpus of Presidential Speeches/grant_speeches_009.txt
grant_speeches_010,grant,Message Regarding US International Relations,./Total_Corpus of Presidential Speeches/grant_speeches_010.txt
grant_speeches_011,grant,Message Regarding Unification of Germany,./Total_Corpus of Presidential Speeches/grant_speeches_011.txt
grant_speeches_012,grant,Veto Message Regarding Restrictions on Rebellion Participants,./Total_Corpus of Presidential Speeches/grant_speeches_012.txt
grant_speeches_013,grant,Message Regarding Fourteenth Amendment,./Total_Corpus of Presidential Speeches/grant_speeches_013.txt
grant_speeches_014,grant,Second Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_014.txt
grant_speeches_015,grant,Proclamation Suspending Habeas Corpus,./Total_Corpus of Presidential Speeches/grant_speeches_015.txt
grant_speeches_016,grant,Third Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_016.txt
grant_speeches_017,grant,Message on Civil Service Reform,./Total_Corpus of Presidential Speeches/grant_speeches_017.txt
grant_speeches_018,grant,Fourth Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_018.txt
grant_speeches_019,grant,Second Inaugural Address,./Total_Corpus of Presidential Speeches/grant_speeches_019.txt
grant_speeches_020,grant,Proclamation Regarding Disturbances in Louisiana,./Total_Corpus of Presidential Speeches/grant_speeches_020.txt
grant_speeches_021,grant,Veto Message on Monetary Legislation,./Total_Corpus of Presidential Speeches/grant_speeches_021.txt
grant_speeches_022,grant,Fifth Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_022.txt
grant_speeches_023,grant,Message Approving Specie Resumption Act,./Total_Corpus of Presidential Speeches/grant_speeches_023.txt
grant_speeches_024,grant,Veto of Legislation Fixing the Presidential Salary,./Total_Corpus of Presidential Speeches/grant_speeches_024.txt
grant_speeches_025,grant,Message Regarding Intervention in Louisiana,./Total_Corpus of Presidential Speeches/grant_speeches_025.txt
grant_speeches_026,grant,Sixth Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_026.txt
grant_speeches_027,grant,Message on Presidential Powers and Obligations,./Total_Corpus of Presidential Speeches/grant_speeches_027.txt
grant_speeches_028,grant,Proclamation Celebrating the Hundredth Anniversary of Independence,./Total_Corpus of Presidential Speeches/grant_speeches_028.txt
grant_speeches_029,grant,Seventh Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_029.txt
grant_speeches_030,grant,Message Regarding Presidential Election,./Total_Corpus of Presidential Speeches/grant_speeches_030.txt
grant_speeches_031,grant,Eighth Annual Message,./Total_Corpus of Presidential Speeches/grant_speeches_031.txt
gwbush_speeches_000,gwbush,Address to the Nation on Stem Cell Research,./Total_Corpus of Presidential Speeches/gwbush_speeches_000.txt
gwbush_speeches_001,gwbush,First Inaugural Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_001.txt
gwbush_speeches_002,gwbush,Remarks on Faith - Based and Community Initiatives,./Total_Corpus of Presidential Speeches/gwbush_speeches_002.txt
gwbush_speeches_003,gwbush,"Proposal for Global Fund to Fight HIV/AIDS, Malaria, and Tuberculosis",./Total_Corpus of Presidential Speeches/gwbush_speeches_003.txt
gwbush_speeches_004,gwbush,Remarks on Signing the Economic Growth and Tax Relief Reconciliation Act,./Total_Corpus of Presidential Speeches/gwbush_speeches_004.txt
gwbush_speeches_005,gwbush,Address to the Nation on the Terrorist Attacks,./Total_Corpus of Presidential Speeches/gwbush_speeches_005.txt
gwbush_speeches_006,gwbush,Address on the U. S. Response to the Attacks of September 11,./Total_Corpus of Presidential Speeches/gwbush_speeches_006.txt
gwbush_speeches_007,gwbush,Remarks on No Child Left Behind Bill,./Total_Corpus of Presidential Speeches/gwbush_speeches_007.txt
gwbush_speeches_008,gwbush,State of the Union Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_008.txt
gwbush_speeches_009,gwbush,Graduation Speech at West Point,./Total_Corpus of Presidential Speeches/gwbush_speeches_009.txt
gwbush_speeches_010,gwbush,Address to the Nation on the Department of Homeland Security,./Total_Corpus of Presidential Speeches/gwbush_speeches_010.txt
gwbush_speeches_011,gwbush,Remarks at the UN General Assembly,./Total_Corpus of Presidential Speeches/gwbush_speeches_011.txt
gwbush_speeches_012,gwbush,Speech on New Mother and Child HIV Prevention Initiative,./Total_Corpus of Presidential Speeches/gwbush_speeches_012.txt
gwbush_speeches_013,gwbush,State of the Union Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_013.txt
gwbush_speeches_014,gwbush,Address to the Nation on Iraq,./Total_Corpus of Presidential Speeches/gwbush_speeches_014.txt
gwbush_speeches_015,gwbush,Address on the Start of the Iraq War,./Total_Corpus of Presidential Speeches/gwbush_speeches_015.txt
gwbush_speeches_016,gwbush,Remarks on Freedom in Iraq and Middle East,./Total_Corpus of Presidential Speeches/gwbush_speeches_016.txt
gwbush_speeches_017,gwbush,Address on Signing Medicare Legislation,./Total_Corpus of Presidential Speeches/gwbush_speeches_017.txt
gwbush_speeches_018,gwbush,Temporary Worker Program Proposal,./Total_Corpus of Presidential Speeches/gwbush_speeches_018.txt
gwbush_speeches_019,gwbush,State of the Union Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_019.txt
gwbush_speeches_020,gwbush,Remarks on National Security and the War Effort,./Total_Corpus of Presidential Speeches/gwbush_speeches_020.txt
gwbush_speeches_021,gwbush,Second Inaugural Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_021.txt
gwbush_speeches_022,gwbush,Remarks at the Republican National Convention,./Total_Corpus of Presidential Speeches/gwbush_speeches_022.txt
gwbush_speeches_023,gwbush,State of the Union Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_023.txt
gwbush_speeches_024,gwbush,Remarks on Hurricane Katrina Relief Efforts,./Total_Corpus of Presidential Speeches/gwbush_speeches_024.txt
gwbush_speeches_025,gwbush,Hurricane Relief Address from New Orleans,./Total_Corpus of Presidential Speeches/gwbush_speeches_025.txt
gwbush_speeches_026,gwbush,Address on Renewal in Iraq,./Total_Corpus of Presidential Speeches/gwbush_speeches_026.txt
gwbush_speeches_027,gwbush,State of the Union Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_027.txt
gwbush_speeches_028,gwbush,Remarks on Stem Cell Research Policy,./Total_Corpus of Presidential Speeches/gwbush_speeches_028.txt
gwbush_speeches_029,gwbush,Address on Military Operations in Iraq,./Total_Corpus of Presidential Speeches/gwbush_speeches_029.txt
gwbush_speeches_030,gwbush,Speech on Comprehensive Immigration Reform,./Total_Corpus of Presidential Speeches/gwbush_speeches_030.txt
gwbush_speeches_031,gwbush,State of the Union Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_031.txt
gwbush_speeches_032,gwbush,State of the Union Address,./Total_Corpus of Presidential Speeches/gwbush_speeches_032.txt
gwbush_speeches_033,gwbush,Remarks on Emergency Economic Stabilization Act of 2008,./Total_Corpus of Presidential Speeches/gwbush_speeches_033.txt
gwbush_speeches_034,gwbush,Remarks on the War on Terror,./Total_Corpus of Presidential Speeches/gwbush_speeches_034.txt
gwbush_speeches_035,gwbush,Speech on Financial Markets and the World Economy,./Total_Corpus of Presidential Speeches/gwbush_speeches_035.txt
gwbush_speeches_036,gwbush,Remarks on Plan to Assist Automakers,./Total_Corpus of Presidential Speeches/gwbush_speeches_036.txt
gwbush_speeches_037,gwbush,Final Press Conference,./Total_Corpus of Presidential Speeches/gwbush_speeches_037.txt
gwbush_speeches_038,gwbush,Farewell Address to the Nation,./Total_Corpus of Presidential Speeches/gwbush_speeches_038.txt
harding_speeches_000,harding,Inaugural Address,./Total_Corpus of Presidential Speeches/harding_speeches_000.txt
harding_speeches_001,harding,First Annual Message,./Total_Corpus of Presidential Speeches/harding_speeches_001.txt
harding_speeches_002,harding,Second Annual Message,./Total_Corpus of Presidential Speeches/harding_speeches_002.txt
harding_speeches_003,harding,The Republic Must Awaken,./Total_Corpus of Presidential Speeches/harding_speeches_003.txt
harding_speeches_004,harding,Safeguarding America,./Total_Corpus of Presidential Speeches/harding_speeches_004.txt
harding_speeches_005,harding,Americanism,./Total_Corpus of Presidential Speeches/harding_speeches_005.txt
