speech_id,president,speech_title,src_file
harding_speeches_006,harding,Readjustment,./Total_Corpus of Presidential Speeches/harding_speeches_006.txt
harding_speeches_007,harding,Speech Accepting the Republican Nomination,./Total_Corpus of Presidential Speeches/harding_speeches_007.txt
harding_speeches_008,harding,Enduring Popular Government,./Total_Corpus of Presidential Speeches/harding_speeches_008.txt
harding_speeches_009,harding,High Wages for High Production,./Total_Corpus of Presidential Speeches/harding_speeches_009.txt
harding_speeches_010,harding,An Association of Nations,./Total_Corpus of Presidential Speeches/harding_speeches_010.txt
harding_speeches_011,harding,Liberty Under the Law,./Total_Corpus of Presidential Speeches/harding_speeches_011.txt
harding_speeches_012,harding,The American Soldier,./Total_Corpus of Presidential Speeches/harding_speeches_012.txt
harding_speeches_013,harding,The Republican Party,./Total_Corpus of Presidential Speeches/harding_speeches_013.txt
harding_speeches_014,harding,America,./Total_Corpus of Presidential Speeches/harding_speeches_014.txt
harding_speeches_015,harding,Nationalism and Americanism,./Total_Corpus of Presidential Speeches/harding_speeches_015.txt
harding_speeches_016,harding,Speech Upon Arrival of World War One Dead for Burial,./Total_Corpus of Presidential Speeches/harding_speeches_016.txt
harding_speeches_017,harding,Opening Speech of the Conference on Limitation of Armament,./Total_Corpus of Presidential Speeches/harding_speeches_017.txt
harrison_speeches_000,harrison,Inaugural Address,./Total_Corpus of Presidential Speeches/harrison_speeches_000.txt
hayes_speeches_000,hayes,Message Regarding Railroad Strike,./Total_Corpus of Presidential Speeches/hayes_speeches_000.txt
hayes_speeches_001,hayes,Prohibition of Federal Employees’ Political Involvement,./Total_Corpus of Presidential Speeches/hayes_speeches_001.txt
hayes_speeches_002,hayes,Inaugural Address,./Total_Corpus of Presidential Speeches/hayes_speeches_002.txt
hayes_speeches_003,hayes,Veto of Bland - Allison Act,./Total_Corpus of Presidential Speeches/hayes_speeches_003.txt
hayes_speeches_004,hayes,Veto Message Regarding Immigration Legislation,./Total_Corpus of Presidential Speeches/hayes_speeches_004.txt
hayes_speeches_005,hayes,Second Annual Message,./Total_Corpus of Presidential Speeches/hayes_speeches_005.txt
hayes_speeches_006,hayes,First Annual Message,./Total_Corpus of Presidential Speeches/hayes_speeches_006.txt
hayes_speeches_007,hayes,Proclamation Regarding Indian Territory,./Total_Corpus of Presidential Speeches/hayes_speeches_007.txt
hayes_speeches_008,hayes,Message Regarding Election Regulations,./Total_Corpus of Presidential Speeches/hayes_speeches_008.txt
hayes_speeches_009,hayes,Veto of Army Appropriations Bill,./Total_Corpus of Presidential Speeches/hayes_speeches_009.txt
hayes_speeches_010,hayes,Veto Messages Regarding Appropriations Legislation,./Total_Corpus of Presidential Speeches/hayes_speeches_010.txt
hayes_speeches_011,hayes,Message Regarding Central American Canal,./Total_Corpus of Presidential Speeches/hayes_speeches_011.txt
hayes_speeches_012,hayes,Third Annual Message,./Total_Corpus of Presidential Speeches/hayes_speeches_012.txt
hayes_speeches_013,hayes,Veto Message Regarding Military Legislation,./Total_Corpus of Presidential Speeches/hayes_speeches_013.txt
hayes_speeches_014,hayes,Fourth Annual Message,./Total_Corpus of Presidential Speeches/hayes_speeches_014.txt
hayes_speeches_015,hayes,Veto Message Regarding Economic Legislation,./Total_Corpus of Presidential Speeches/hayes_speeches_015.txt
hoover_speeches_000,hoover,Inaugural Address,./Total_Corpus of Presidential Speeches/hoover_speeches_000.txt
hoover_speeches_001,hoover,Principles and Ideals of the United States Government,./Total_Corpus of Presidential Speeches/hoover_speeches_001.txt
hoover_speeches_002,hoover,Message Regarding the Farm Bill,./Total_Corpus of Presidential Speeches/hoover_speeches_002.txt
hoover_speeches_003,hoover,Message Regarding International Peace,./Total_Corpus of Presidential Speeches/hoover_speeches_003.txt
hoover_speeches_004,hoover,Remarks Upon Proclaiming the Treaty for the Renunciation of War,./Total_Corpus of Presidential Speeches/hoover_speeches_004.txt
hoover_speeches_005,hoover,Message Regarding “Black Thursday”,./Total_Corpus of Presidential Speeches/hoover_speeches_005.txt
hoover_speeches_006,hoover,Message on the Economy,./Total_Corpus of Presidential Speeches/hoover_speeches_006.txt
hoover_speeches_007,hoover,Statement on the Economy,./Total_Corpus of Presidential Speeches/hoover_speeches_007.txt
hoover_speeches_008,hoover,First State of the Union Address,./Total_Corpus of Presidential Speeches/hoover_speeches_008.txt
hoover_speeches_009,hoover,Statement Regarding Business and Unemployment,./Total_Corpus of Presidential Speeches/hoover_speeches_009.txt
hoover_speeches_010,hoover,Message Regarding Law Enforcement,./Total_Corpus of Presidential Speeches/hoover_speeches_010.txt
hoover_speeches_011,hoover,Message regarding the Smoot - Hawley Tariff Act,./Total_Corpus of Presidential Speeches/hoover_speeches_011.txt
hoover_speeches_012,hoover,Message Regarding London Naval Treaty,./Total_Corpus of Presidential Speeches/hoover_speeches_012.txt
hoover_speeches_013,hoover,Address to the American Bankers’ Association.,./Total_Corpus of Presidential Speeches/hoover_speeches_013.txt
hoover_speeches_014,hoover,Second State of the Union address.,./Total_Corpus of Presidential Speeches/hoover_speeches_014.txt
hoover_speeches_015,hoover,Message Regarding Unemployment Relief,./Total_Corpus of Presidential Speeches/hoover_speeches_015.txt
hoover_speeches_016,hoover,Statement on Unemployment Relief,./Total_Corpus of Presidential Speeches/hoover_speeches_016.txt
hoover_speeches_017,hoover,Veto Messages Regarding Emergency Adjusted Compensation Act,./Total_Corpus of Presidential Speeches/hoover_speeches_017.txt
hoover_speeches_018,hoover,Message Regarding Unemployment Relief,./Total_Corpus of Presidential Speeches/hoover_speeches_018.txt
hoover_speeches_019,hoover,Statement on Foreign Debts,./Total_Corpus of Presidential Speeches/hoover_speeches_019.txt
hoover_speeches_020,hoover,Message on the Gold Standard,./Total_Corpus of Presidential Speeches/hoover_speeches_020.txt
hoover_speeches_021,hoover,Third State of the Union Address,./Total_Corpus of Presidential Speeches/hoover_speeches_021.txt
hoover_speeches_022,hoover,Statement Regarding Economic Recovery,./Total_Corpus of Presidential Speeches/hoover_speeches_022.txt
hoover_speeches_023,hoover,Speech Accepting the Republican Nomination,./Total_Corpus of Presidential Speeches/hoover_speeches_023.txt
hoover_speeches_024,hoover,Statement on the National Economy,./Total_Corpus of Presidential Speeches/hoover_speeches_024.txt
hoover_speeches_025,hoover,Campaign Speech in Madison Square Garden,./Total_Corpus of Presidential Speeches/hoover_speeches_025.txt
hoover_speeches_026,hoover,Fourth State of the Union Address,./Total_Corpus of Presidential Speeches/hoover_speeches_026.txt
hoover_speeches_027,hoover,"Campaign speech in Indianapolis, Indiana.",./Total_Corpus of Presidential Speeches/hoover_speeches_027.txt
hoover_speeches_028,hoover,Campaign speech in St Paul Minnesota,./Total_Corpus of Presidential Speeches/hoover_speeches_028.txt
jackson_speeches_000,jackson,First Inaugural Address,./Total_Corpus of Presidential Speeches/jackson_speeches_000.txt
jackson_speeches_001,jackson,Message Regarding Treaties with the Choctaw Nation of Indians,./Total_Corpus of Presidential Speeches/jackson_speeches_001.txt
jackson_speeches_002,jackson,Proclamation Regarding Duties on Austrian Vessels,./Total_Corpus of Presidential Speeches/jackson_speeches_002.txt
jackson_speeches_003,jackson,Veto Message Regarding Funding of Infrastructure Development,./Total_Corpus of Presidential Speeches/jackson_speeches_003.txt
jackson_speeches_004,jackson,First Annual Message to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_004.txt
jackson_speeches_005,jackson,Proclamation Regarding the Opening of United States Ports to British Vessels,./Total_Corpus of Presidential Speeches/jackson_speeches_005.txt
jackson_speeches_006,jackson,Second Annual Message to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_006.txt
jackson_speeches_007,jackson,Third Annual Message to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_007.txt
jackson_speeches_008,jackson,Message Regarding Indian Removal,./Total_Corpus of Presidential Speeches/jackson_speeches_008.txt
jackson_speeches_009,jackson,Bank Veto,./Total_Corpus of Presidential Speeches/jackson_speeches_009.txt
jackson_speeches_010,jackson,Message Regarding Indian Relations,./Total_Corpus of Presidential Speeches/jackson_speeches_010.txt
jackson_speeches_011,jackson,Fourth Annual Message to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_011.txt
jackson_speeches_012,jackson,Veto Message of Internal Improvement Legislation,./Total_Corpus of Presidential Speeches/jackson_speeches_012.txt
jackson_speeches_013,jackson,Nullification Proclamation,./Total_Corpus of Presidential Speeches/jackson_speeches_013.txt
jackson_speeches_014,jackson,Second Inaugural Address,./Total_Corpus of Presidential Speeches/jackson_speeches_014.txt
jackson_speeches_015,jackson,Message Regarding South Carolina Nullification of Federal Legislation,./Total_Corpus of Presidential Speeches/jackson_speeches_015.txt
jackson_speeches_016,jackson,Message on the Constitutional Rights and Responsibilities of the President,./Total_Corpus of Presidential Speeches/jackson_speeches_016.txt
jackson_speeches_017,jackson,Protest of Senate Censure,./Total_Corpus of Presidential Speeches/jackson_speeches_017.txt
jackson_speeches_018,jackson,Message Regarding the Bank of the United States,./Total_Corpus of Presidential Speeches/jackson_speeches_018.txt
jackson_speeches_019,jackson,Fifth Annual Message to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_019.txt
jackson_speeches_020,jackson,Addendum to the Protest of Senate Censure,./Total_Corpus of Presidential Speeches/jackson_speeches_020.txt
jackson_speeches_021,jackson,Eighth Annual Message to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_021.txt
jackson_speeches_022,jackson,Sixth Annual Message to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_022.txt
jackson_speeches_023,jackson,Seventh Annual Address to Congress,./Total_Corpus of Presidential Speeches/jackson_speeches_023.txt
jackson_speeches_024,jackson,Statement on the Independence of Texas,./Total_Corpus of Presidential Speeches/jackson_speeches_024.txt
jackson_speeches_025,jackson,Farewell Address,./Total_Corpus of Presidential Speeches/jackson_speeches_025.txt
jefferson_speeches_000,jefferson,First Inaugural Address,./Total_Corpus of Presidential Speeches/jefferson_speeches_000.txt
jefferson_speeches_001,jefferson,The Reply to New Haven Remonstrance,./Total_Corpus of Presidential Speeches/jefferson_speeches_001.txt
jefferson_speeches_002,jefferson,Response to Danbury Baptist Association,./Total_Corpus of Presidential Speeches/jefferson_speeches_002.txt
jefferson_speeches_003,jefferson,First Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_003.txt
jefferson_speeches_004,jefferson,Address to Brother Handsome Lake,./Total_Corpus of Presidential Speeches/jefferson_speeches_004.txt
jefferson_speeches_005,jefferson,Second Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_005.txt
jefferson_speeches_006,jefferson,Instructions to Captain Lewis,./Total_Corpus of Presidential Speeches/jefferson_speeches_006.txt
jefferson_speeches_007,jefferson,Address to the Brothers of Choctaw Nation,./Total_Corpus of Presidential Speeches/jefferson_speeches_007.txt
jefferson_speeches_008,jefferson,Third Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_008.txt
jefferson_speeches_009,jefferson,Special Message to Congress on Indian Policy,./Total_Corpus of Presidential Speeches/jefferson_speeches_009.txt
jefferson_speeches_010,jefferson,Special Message to Congress on Foreign Policy,./Total_Corpus of Presidential Speeches/jefferson_speeches_010.txt
jefferson_speeches_011,jefferson,Second Inaugural Address,./Total_Corpus of Presidential Speeches/jefferson_speeches_011.txt
jefferson_speeches_012,jefferson,Fourth Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_012.txt
jefferson_speeches_013,jefferson,Fifth Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_013.txt
jefferson_speeches_014,jefferson,Proclamation on Spanish Territory,./Total_Corpus of Presidential Speeches/jefferson_speeches_014.txt
jefferson_speeches_015,jefferson,Address to the Wolf and the People of the Mandan Nation,./Total_Corpus of Presidential Speeches/jefferson_speeches_015.txt
jefferson_speeches_016,jefferson,Address to the Chiefs of the Cherokee Nation,./Total_Corpus of Presidential Speeches/jefferson_speeches_016.txt
jefferson_speeches_017,jefferson,Sixth Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_017.txt
jefferson_speeches_018,jefferson,Special Message to Congress on the Gun Boats,./Total_Corpus of Presidential Speeches/jefferson_speeches_018.txt
jefferson_speeches_019,jefferson,Special Message to Congress on the Burr Conspiracy,./Total_Corpus of Presidential Speeches/jefferson_speeches_019.txt
jefferson_speeches_020,jefferson,Seventh Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_020.txt
jefferson_speeches_021,jefferson,Proclamation in Response to the Chesapeake Affair,./Total_Corpus of Presidential Speeches/jefferson_speeches_021.txt
jefferson_speeches_022,jefferson,Message to the Inhabitants of Albemarle County,./Total_Corpus of Presidential Speeches/jefferson_speeches_022.txt
jefferson_speeches_023,jefferson,Eighth Annual Message,./Total_Corpus of Presidential Speeches/jefferson_speeches_023.txt
johnson_speeches_000,johnson,Message Following the Death of Abraham Lincoln,./Total_Corpus of Presidential Speeches/johnson_speeches_000.txt
johnson_speeches_001,johnson,Order Ending Commercial Restrictions on Confederate States,./Total_Corpus of Presidential Speeches/johnson_speeches_001.txt
johnson_speeches_002,johnson,Establishing Rewards for the Arrest of Certain Confederate Officers,./Total_Corpus of Presidential Speeches/johnson_speeches_002.txt
johnson_speeches_003,johnson,Message Regarding Control of Abandoned Lands and Property,./Total_Corpus of Presidential Speeches/johnson_speeches_003.txt
johnson_speeches_004,johnson,Message Reestablishing Governments in Former Confederate States,./Total_Corpus of Presidential Speeches/johnson_speeches_004.txt
johnson_speeches_005,johnson,Proclamation Pardoning Persons who Participated in the Rebellion,./Total_Corpus of Presidential Speeches/johnson_speeches_005.txt
johnson_speeches_006,johnson,Executive Order Regarding Discharged Prisoners of War,./Total_Corpus of Presidential Speeches/johnson_speeches_006.txt
johnson_speeches_007,johnson,First Annual Message,./Total_Corpus of Presidential Speeches/johnson_speeches_007.txt
johnson_speeches_008,johnson,Announcement of the Successful Suppression of the Rebellion,./Total_Corpus of Presidential Speeches/johnson_speeches_008.txt
johnson_speeches_009,johnson,Veto Message on Freedmen and Refugee Relief Bureau Legislation,./Total_Corpus of Presidential Speeches/johnson_speeches_009.txt
johnson_speeches_010,johnson,Veto Message on Civil Rights Legislation,./Total_Corpus of Presidential Speeches/johnson_speeches_010.txt
johnson_speeches_011,johnson,Proclamation on the End of the Confederate Insurrection,./Total_Corpus of Presidential Speeches/johnson_speeches_011.txt
johnson_speeches_012,johnson,Message Restoring Tennessee to Former Status,./Total_Corpus of Presidential Speeches/johnson_speeches_012.txt
johnson_speeches_013,johnson,Message Proclaiming End to Insurrection in the United States,./Total_Corpus of Presidential Speeches/johnson_speeches_013.txt
johnson_speeches_014,johnson,Veto Message Regarding Rebel State Governments,./Total_Corpus of Presidential Speeches/johnson_speeches_014.txt
johnson_speeches_015,johnson,Veto Message on Admitting Colorado into the Union,./Total_Corpus of Presidential Speeches/johnson_speeches_015.txt
johnson_speeches_016,johnson,Veto Message on Admitting Nebraska into the Union,./Total_Corpus of Presidential Speeches/johnson_speeches_016.txt
johnson_speeches_017,johnson,Second Annual Message,./Total_Corpus of Presidential Speeches/johnson_speeches_017.txt
johnson_speeches_018,johnson,Veto Message Regarding Rebel State Governments,./Total_Corpus of Presidential Speeches/johnson_speeches_018.txt
johnson_speeches_019,johnson,Message Clarifying the Reconstruction Acts,./Total_Corpus of Presidential Speeches/johnson_speeches_019.txt
johnson_speeches_020,johnson,Proclamation Restoring All Rights to Rebellion Participants,./Total_Corpus of Presidential Speeches/johnson_speeches_020.txt
johnson_speeches_021,johnson,Message Regarding Reconstruction Legislation,./Total_Corpus of Presidential Speeches/johnson_speeches_021.txt
johnson_speeches_022,johnson,Messages Regarding Correspondence with General U. S. Grant,./Total_Corpus of Presidential Speeches/johnson_speeches_022.txt
johnson_speeches_023,johnson,Third Annual Message to Congress,./Total_Corpus of Presidential Speeches/johnson_speeches_023.txt
johnson_speeches_024,johnson,Message Regarding the Suspension of Secretary Stanton,./Total_Corpus of Presidential Speeches/johnson_speeches_024.txt
johnson_speeches_025,johnson,Message Regarding the Removal of Secretary Stanton,./Total_Corpus of Presidential Speeches/johnson_speeches_025.txt
johnson_speeches_026,johnson,Veto Message on Legislation Amending the Judiciary,./Total_Corpus of Presidential Speeches/johnson_speeches_026.txt
johnson_speeches_027,johnson,Veto Message Regarding Regulations on Confederate States,./Total_Corpus of Presidential Speeches/johnson_speeches_027.txt
johnson_speeches_028,johnson,Message Proposing Constitutional Amendments,./Total_Corpus of Presidential Speeches/johnson_speeches_028.txt
johnson_speeches_029,johnson,Veto Message Regarding Electoral College Participation,./Total_Corpus of Presidential Speeches/johnson_speeches_029.txt
johnson_speeches_030,johnson,Fourth Annual Message to Congress,./Total_Corpus of Presidential Speeches/johnson_speeches_030.txt
jqadams_speeches_000,jqadams,Inaugural Address,./Total_Corpus of Presidential Speeches/jqadams_speeches_000.txt
jqadams_speeches_001,jqadams,Speech to the U. S. House of Representatives on Foreign Policy,./Total_Corpus of Presidential Speeches/jqadams_speeches_001.txt
jqadams_speeches_002,jqadams,Message Regarding the Congress of American Nations,./Total_Corpus of Presidential Speeches/jqadams_speeches_002.txt
jqadams_speeches_003,jqadams,Message Regarding the Creek Indians,./Total_Corpus of Presidential Speeches/jqadams_speeches_003.txt
jqadams_speeches_004,jqadams,Second Annual Address,./Total_Corpus of Presidential Speeches/jqadams_speeches_004.txt
jqadams_speeches_005,jqadams,First Annual Message,./Total_Corpus of Presidential Speeches/jqadams_speeches_005.txt
jqadams_speeches_006,jqadams,Third Annual Message,./Total_Corpus of Presidential Speeches/jqadams_speeches_006.txt
jqadams_speeches_007,jqadams,Fourth Annual Message,./Total_Corpus of Presidential Speeches/jqadams_speeches_007.txt
kennedy_speeches_000,kennedy,Debate with Richard Nixon in New York,./Total_Corpus of Presidential Speeches/kennedy_speeches_000.txt
kennedy_speeches_001,kennedy,Acceptance of the Democratic Party Nomination,./Total_Corpus of Presidential Speeches/kennedy_speeches_001.txt
kennedy_speeches_002,kennedy,Address to the Greater Houston Ministerial Association,./Total_Corpus of Presidential Speeches/kennedy_speeches_002.txt
kennedy_speeches_003,kennedy,Debate with Richard Nixon in Chicago,./Total_Corpus of Presidential Speeches/kennedy_speeches_003.txt
kennedy_speeches_004,kennedy,"Debate with Richard Nixon in Washington, D. C.",./Total_Corpus of Presidential Speeches/kennedy_speeches_004.txt
kennedy_speeches_005,kennedy,Debate with Richard Nixon in New York and Los Angeles,./Total_Corpus of Presidential Speeches/kennedy_speeches_005.txt
kennedy_speeches_006,kennedy,City Upon a Hill Speech,./Total_Corpus of Presidential Speeches/kennedy_speeches_006.txt
kennedy_speeches_007,kennedy,Inaugural Address,./Total_Corpus of Presidential Speeches/kennedy_speeches_007.txt
kennedy_speeches_008,kennedy,State of the Union,./Total_Corpus of Presidential Speeches/kennedy_speeches_008.txt
kennedy_speeches_009,kennedy,Remarks on the Youth Fitness Program,./Total_Corpus of Presidential Speeches/kennedy_speeches_009.txt
kennedy_speeches_010,kennedy,Establishment of the Peace Corps,./Total_Corpus of Presidential Speeches/kennedy_speeches_010.txt
kennedy_speeches_011,kennedy,Address to the Diplomatic Corps of Latin America,./Total_Corpus of Presidential Speeches/kennedy_speeches_011.txt
kennedy_speeches_012,kennedy,Address to the American Association of Newspaper Editors,./Total_Corpus of Presidential Speeches/kennedy_speeches_012.txt
kennedy_speeches_013,kennedy,Special Message to the Congress on Taxation,./Total_Corpus of Presidential Speeches/kennedy_speeches_013.txt
kennedy_speeches_014,kennedy,President and the Press Speech,./Total_Corpus of Presidential Speeches/kennedy_speeches_014.txt
kennedy_speeches_015,kennedy,Remarks at George Washington,./Total_Corpus of Presidential Speeches/kennedy_speeches_015.txt
kennedy_speeches_016,kennedy,Address before the Canadian Parliament,./Total_Corpus of Presidential Speeches/kennedy_speeches_016.txt
kennedy_speeches_017,kennedy,The Goal of Sending a Man to the Moon,./Total_Corpus of Presidential Speeches/kennedy_speeches_017.txt
kennedy_speeches_018,kennedy,Report to the American People on Returning from Europe,./Total_Corpus of Presidential Speeches/kennedy_speeches_018.txt
kennedy_speeches_019,kennedy,Remarks to the Graduating Class of the US Naval Academy,./Total_Corpus of Presidential Speeches/kennedy_speeches_019.txt
kennedy_speeches_020,kennedy,Report on the Berlin Crisis,./Total_Corpus of Presidential Speeches/kennedy_speeches_020.txt
kennedy_speeches_021,kennedy,Address to the UN General Assembly,./Total_Corpus of Presidential Speeches/kennedy_speeches_021.txt
kennedy_speeches_022,kennedy,Address at the University of North Carolina,./Total_Corpus of Presidential Speeches/kennedy_speeches_022.txt
kennedy_speeches_023,kennedy,Remarks at the Veterans Day Ceremony,./Total_Corpus of Presidential Speeches/kennedy_speeches_023.txt
kennedy_speeches_024,kennedy,University of Washington's 100th Anniversary,./Total_Corpus of Presidential Speeches/kennedy_speeches_024.txt
kennedy_speeches_025,kennedy,Address to the National Association of Manufacturers,./Total_Corpus of Presidential Speeches/kennedy_speeches_025.txt
kennedy_speeches_026,kennedy,Address in Miami at the Opening of the AFL - CIO Convention,./Total_Corpus of Presidential Speeches/kennedy_speeches_026.txt
kennedy_speeches_027,kennedy,Remarks to a U. N. Delegation of Women,./Total_Corpus of Presidential Speeches/kennedy_speeches_027.txt
kennedy_speeches_028,kennedy,State of the Union Address,./Total_Corpus of Presidential Speeches/kennedy_speeches_028.txt
kennedy_speeches_029,kennedy,"Address at the University of California, Berkeley",./Total_Corpus of Presidential Speeches/kennedy_speeches_029.txt
kennedy_speeches_030,kennedy,Remarks at West Point,./Total_Corpus of Presidential Speeches/kennedy_speeches_030.txt
kennedy_speeches_031,kennedy,Yale University Commencement,./Total_Corpus of Presidential Speeches/kennedy_speeches_031.txt
kennedy_speeches_032,kennedy,Address on the Space Effort,./Total_Corpus of Presidential Speeches/kennedy_speeches_032.txt
kennedy_speeches_033,kennedy,Address on the Situation at the University of Mississippi,./Total_Corpus of Presidential Speeches/kennedy_speeches_033.txt
kennedy_speeches_034,kennedy,Address on the Buildup of Arms in Cuba,./Total_Corpus of Presidential Speeches/kennedy_speeches_034.txt
kennedy_speeches_035,kennedy,State of the Union Address,./Total_Corpus of Presidential Speeches/kennedy_speeches_035.txt
kennedy_speeches_036,kennedy,90th Anniversary of Vanderbilt University,./Total_Corpus of Presidential Speeches/kennedy_speeches_036.txt
kennedy_speeches_037,kennedy,Remarks at U. S. Air Force Academy,./Total_Corpus of Presidential Speeches/kennedy_speeches_037.txt
kennedy_speeches_038,kennedy,American University Commencement,./Total_Corpus of Presidential Speeches/kennedy_speeches_038.txt
kennedy_speeches_039,kennedy,Address on Civil Rights,./Total_Corpus of Presidential Speeches/kennedy_speeches_039.txt
kennedy_speeches_040,kennedy,Ich bin ein Berliner Speech,./Total_Corpus of Presidential Speeches/kennedy_speeches_040.txt
kennedy_speeches_041,kennedy,Address on the Nuclear Test Ban Treaty,./Total_Corpus of Presidential Speeches/kennedy_speeches_041.txt
kennedy_speeches_042,kennedy,Address to the UN General Assembly,./Total_Corpus of Presidential Speeches/kennedy_speeches_042.txt
kennedy_speeches_043,kennedy,Address at the Mormon Tabernacle,./Total_Corpus of Presidential Speeches/kennedy_speeches_043.txt
kennedy_speeches_044,kennedy,Remarks at Amherst College,./Total_Corpus of Presidential Speeches/kennedy_speeches_044.txt
lbjohnson_speeches_000,lbjohnson,Remarks at the Ninety Sixth Charter Day Observances,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_000.txt
lbjohnson_speeches_001,lbjohnson,Remarks at Gettysburg on Civil Rights,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_001.txt
lbjohnson_speeches_002,lbjohnson,Address to Joint Session of Congress,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_002.txt
lbjohnson_speeches_003,lbjohnson,Thanksgiving Message,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_003.txt
lbjohnson_speeches_004,lbjohnson,Address to the U. N. General Assembly,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_004.txt
lbjohnson_speeches_005,lbjohnson,State of the Union,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_005.txt
lbjohnson_speeches_006,lbjohnson,Press Conference,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_006.txt
lbjohnson_speeches_007,lbjohnson,Press Conference at the State Department,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_007.txt
lbjohnson_speeches_008,lbjohnson,Press Conference at the White House,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_008.txt
lbjohnson_speeches_009,lbjohnson,Press Conference at the State Department,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_009.txt
lbjohnson_speeches_010,lbjohnson,Speech to the Associated Press Luncheon,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_010.txt
lbjohnson_speeches_011,lbjohnson,Press Conference on the South Lawn,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_011.txt
lbjohnson_speeches_012,lbjohnson,Remarks at the University of Michigan,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_012.txt
lbjohnson_speeches_013,lbjohnson,Press Conference at the State Department,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_013.txt
lbjohnson_speeches_014,lbjohnson,Report on the Gulf of Tonkin Incident,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_014.txt
lbjohnson_speeches_015,lbjohnson,Remarks upon Signing the Civil Rights Bill,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_015.txt
lbjohnson_speeches_016,lbjohnson,Remarks on Vietnam at Syracuse University,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_016.txt
lbjohnson_speeches_017,lbjohnson,Acceptance Speech at the Democratic National Convention,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_017.txt
lbjohnson_speeches_018,lbjohnson,"Speech at the Jung Hotel, New Orleans",./Total_Corpus of Presidential Speeches/lbjohnson_speeches_018.txt
lbjohnson_speeches_019,lbjohnson,Report to the Nation on Events in China and the USSR,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_019.txt
lbjohnson_speeches_020,lbjohnson,State of the Union,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_020.txt
lbjohnson_speeches_021,lbjohnson,Inaugural Address,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_021.txt
lbjohnson_speeches_022,lbjohnson,Press Conference,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_022.txt
lbjohnson_speeches_023,lbjohnson,Press Conference at the White House,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_023.txt
lbjohnson_speeches_024,lbjohnson,Speech Before Congress on Voting Rights,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_024.txt
lbjohnson_speeches_025,lbjohnson,Press Conference at the LBJ Ranch,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_025.txt
lbjohnson_speeches_026,lbjohnson,Remarks at a Reception for Astronauts Grissom and Young,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_026.txt
lbjohnson_speeches_027,lbjohnson,Statement on Arrests in Violo Liuzzo Murder,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_027.txt
lbjohnson_speeches_028,lbjohnson,Address at Johns Hopkins University,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_028.txt
lbjohnson_speeches_029,lbjohnson,Press Conference in the East Room,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_029.txt
lbjohnson_speeches_030,lbjohnson,Statement on Sending Troops to the Dominican Republic,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_030.txt
lbjohnson_speeches_031,lbjohnson,Report on the Situation in the Dominican Republic,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_031.txt
lbjohnson_speeches_032,lbjohnson,Speech to the Association of American Editorial Cartoonists,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_032.txt
lbjohnson_speeches_033,lbjohnson,Press Conference in the East Room,./Total_Corpus of Presidential Speeches/lbjohnson_speeches_033.txt
